collision_index,vehicle_reference,vehicle_type,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,sex_of_driver,age_band_of_driver
3375,1,9,18,1,5,1,8
3376,1,3,14,5,1,1,8
3377,1,3,4,1,5,1,5
3378,1,9,5,5,1,1,7
3379,1,9,4,1,5,1,7
3380,1,9,17,3,7,1,6
3381,2,1,16,7,3,1,7
3382,1,1,99,9,9,1,9
3383,2,9,99,9,9,3,-1
3384,1,9,9,5,2,1,5
3385,2,3,18,5,1,1,6
3386,1,9,18,1,5,3,-1
3387,1,9,4,3,7,1,8
3388,2,21,18,3,7,1,6
3389,1,97,18,5,1,3,-1
3390,1,9,9,3,2,2,8
3391,2,9,18,1,5,2,6
3392,1,1,99,9,9,1,8
3393,2,9,99,9,9,3,-1
3394,1,9,99,9,9,1,8
3395,1,11,4,5,1,1,10
3396,1,9,2,0,0,3,-1
3397,2,20,99,9,9,1,-1
3398,1,1,99,9,9,1,7
3399,2,9,99,9,9,3,-1
3400,1,9,99,9,9,3,-1
3401,1,19,3,1,5,1,8
3402,2,1,18,1,5,1,6
3403,1,9,18,6,2,1,7
3404,1,9,18,3,7,1,6
3405,1,9,18,1,5,1,9
3406,2,8,18,5,1,1,8
3407,1,19,99,9,9,2,6
3408,2,1,99,9,9,3,-1
3409,1,3,18,3,7,1,5
3410,1,11,9,1,7,1,9
3411,1,9,18,1,5,1,7
3412,2,11,2,0,0,3,-1
3413,1,9,18,7,3,1,8
3414,1,1,18,7,3,3,5
3415,1,3,99,9,9,1,6
3416,2,19,99,9,9,3,-1
3417,1,9,17,4,2,2,8
3418,2,9,17,4,2,2,5
3419,1,1,99,9,9,2,8
3420,2,8,99,9,9,3,-1
3421,1,9,99,9,9,1,-1
3422,1,9,9,7,5,2,9
3423,2,1,3,5,1,1,6
3424,1,90,9,1,7,1,9
3425,2,1,15,5,1,2,6
3426,1,3,99,9,9,3,6
3427,2,9,99,9,9,3,-1
3428,1,1,99,9,9,1,7
3429,2,19,99,9,9,3,-1
3430,1,1,99,9,9,2,7
3431,2,9,99,9,9,1,6
3432,1,9,18,7,3,1,9
3433,1,1,18,1,5,1,7
3434,2,19,2,0,0,3,-1
3435,1,11,4,1,5,1,8
3436,1,9,99,9,9,1,4
3437,2,1,99,9,9,1,-1
3438,1,9,5,3,7,2,10
3439,2,19,2,0,0,3,-1
3440,1,21,18,5,1,1,6
3441,1,19,18,3,7,1,9
3442,2,19,9,7,5,1,8
3443,1,3,99,9,9,1,5
3444,2,9,99,9,9,3,-1
3445,1,9,18,6,2,1,9
3446,2,1,18,5,1,1,8
3447,1,1,18,9,9,1,7
3448,2,9,2,9,9,3,-1
3449,1,9,3,9,9,2,6
3450,2,9,1,9,9,3,-1
3451,1,9,18,5,1,1,5
3452,1,9,18,7,3,1,6
3453,2,9,18,3,7,1,6
3454,1,3,99,9,9,1,6
3455,2,9,99,9,9,3,-1
3456,1,11,18,1,5,1,7
3457,1,19,5,7,3,3,-1
3458,2,1,5,5,1,1,8
3459,1,9,99,9,9,1,5
3460,2,9,99,9,9,3,-1
3461,1,3,99,9,9,1,7
3462,2,11,99,9,9,3,6
3463,1,11,5,5,1,1,9
3464,1,9,99,9,9,2,7
3465,2,9,99,9,9,3,-1
3466,1,3,18,1,5,1,6
3467,1,8,4,1,5,1,9
3468,2,9,1,1,5,1,8
3469,1,9,10,3,1,2,7
3470,1,1,99,9,9,2,7
3471,2,9,99,9,9,3,-1
3472,1,9,99,9,9,1,6
3473,2,9,99,9,9,3,-1
3474,1,9,11,7,3,1,10
3475,2,9,18,7,3,1,4
3476,3,9,2,0,0,3,-1
3477,4,9,2,0,0,3,-1
3478,1,3,18,1,5,1,7
3479,2,9,9,5,2,2,7
3480,1,9,18,5,1,1,11
3481,1,9,18,7,3,1,6
3482,2,9,7,1,3,2,9
3483,1,9,18,3,7,2,8
3484,2,1,18,7,3,1,4
3485,1,9,5,3,7,1,6
3486,1,9,18,1,5,1,9
3487,2,1,9,8,5,2,6
3488,1,9,18,5,1,1,7
3489,2,9,4,5,1,1,8
3490,1,3,99,9,9,3,5
3491,2,9,99,9,9,3,-1
3492,1,9,9,2,8,1,7
3493,1,20,99,9,9,1,7
3494,2,9,99,9,9,3,-1
3495,1,90,18,1,5,1,4
3496,2,19,9,5,3,3,-1
3497,1,9,99,9,9,3,-1
3498,1,97,18,1,5,1,-1
3499,1,4,99,9,9,1,5
3500,2,9,99,9,9,3,-1
3501,1,9,2,0,0,3,-1
3502,2,9,18,5,1,1,4
3503,3,9,9,3,1,1,8
3504,1,9,18,2,6,2,7
3505,2,19,5,2,6,1,6
3506,1,3,99,9,9,2,7
3507,2,9,99,9,9,1,7
3508,1,9,9,1,8,2,8
3509,1,9,2,0,0,3,-1
3510,2,9,99,9,9,2,-1
3511,1,9,18,3,7,1,6
3512,2,5,9,3,1,1,5
3513,1,3,99,9,9,3,4
3514,2,9,99,9,9,3,-1
3515,1,9,9,7,5,2,7
3516,1,3,99,9,9,1,6
3517,2,9,99,9,9,3,-1
3518,1,19,99,9,9,1,6
3519,2,19,99,9,9,3,-1
3520,1,3,99,9,9,1,6
3521,2,9,99,9,9,3,-1
3522,1,19,9,3,1,1,6
3523,1,4,18,3,7,1,5
3524,2,9,5,3,7,1,6
3525,1,19,17,7,5,1,6
3526,2,1,18,1,5,1,5
3527,1,5,99,9,9,1,6
3528,2,9,99,9,9,2,-1
3529,1,1,99,9,9,1,6
3530,2,9,99,9,9,3,-1
3531,1,9,9,4,2,1,6
3532,1,19,18,7,3,1,9
3533,2,19,18,3,7,1,5
3534,3,9,18,7,3,1,7
3535,1,4,3,3,7,1,7
3536,2,9,99,9,9,3,-1
3537,1,3,99,9,9,1,6
3538,2,3,99,9,9,3,-1
3539,1,9,4,1,5,2,7
3540,2,19,18,1,5,1,6
3541,3,19,18,3,7,1,6
3542,1,9,18,5,1,1,6
3543,1,9,18,5,1,3,6
3544,2,9,18,3,7,1,7
3545,1,9,99,9,9,3,7
3546,1,9,5,3,7,1,10
3547,2,19,3,3,7,1,8
3548,3,19,3,3,7,1,-1
3549,1,19,3,4,8,1,5
3550,2,90,18,3,7,2,4
3551,1,9,9,6,5,1,8
3552,2,8,18,7,3,1,7
3553,1,9,18,6,2,1,7
3554,1,97,99,9,9,3,-1
3555,1,9,14,3,7,2,8
3556,1,11,9,3,1,3,-1
3557,1,3,18,7,3,1,8
3558,1,9,99,9,9,2,8
3559,2,9,99,9,9,3,5
3560,1,20,5,0,7,1,9
3561,1,9,99,9,9,1,6
3562,2,9,99,9,9,3,-1
3563,3,9,99,9,9,3,-1
3564,1,9,4,7,3,1,8
3565,1,3,99,9,9,1,6
3566,2,9,99,9,9,3,-1
3567,1,8,99,9,9,1,7
3568,2,9,99,9,9,3,-1
3569,1,9,7,8,3,1,5
3570,2,1,18,5,1,2,3
3571,1,3,99,9,9,1,8
3572,2,9,99,9,9,3,-1
3573,1,9,99,9,9,1,6
3574,2,3,99,9,9,3,5
3575,1,9,18,5,1,2,6
3576,1,9,18,3,7,1,7
3577,1,9,18,5,1,2,9
3578,1,9,9,1,7,1,6
3579,1,9,99,9,9,3,-1
3580,1,3,9,2,8,1,6
3581,2,19,18,2,6,3,-1
3582,1,9,99,9,9,1,7
3583,2,9,99,9,9,3,-1
3584,3,9,99,9,9,3,-1
3585,1,11,7,5,8,1,8
3586,1,9,99,9,9,3,-1
3587,1,19,18,3,7,1,8
3588,1,9,3,7,3,1,8
3589,1,9,18,3,7,1,6
3590,1,8,9,1,6,1,9
3591,2,1,7,1,3,1,5
3592,1,9,18,7,3,1,8
3593,2,8,18,7,3,1,6
3594,3,9,18,7,3,1,7
3595,4,11,5,7,3,1,7
3596,1,9,5,7,3,1,7
3597,1,9,5,5,1,1,6
3598,2,90,18,5,1,1,9
3599,1,9,6,1,1,2,9
3600,2,9,18,3,7,1,6
3601,1,9,99,9,9,1,6
3602,2,97,99,9,9,3,-1
3603,1,9,18,1,5,1,8
3604,2,9,18,5,1,1,9
3605,3,9,2,0,0,3,-1
3606,4,19,2,0,0,3,-1
3607,5,9,2,0,0,3,-1
3608,1,9,5,1,5,1,5
3609,1,2,99,9,9,3,-1
3610,1,9,99,9,9,3,-1
3611,1,9,99,9,9,1,8
3612,2,9,99,9,9,2,-1
3613,1,9,18,7,3,1,6
3614,2,9,2,0,0,3,-1
3615,1,9,9,5,3,1,5
3616,2,1,7,7,1,1,6
3617,1,9,18,7,3,1,5
3618,1,9,18,5,1,1,-1
3619,2,3,18,3,7,1,7
3620,1,1,18,9,9,1,8
3621,2,9,7,9,9,3,-1
3622,1,9,9,7,4,2,7
3623,2,1,7,5,6,2,6
3624,1,9,18,1,5,1,9
3625,1,9,9,7,4,2,9
3626,1,1,99,9,9,2,8
3627,2,9,99,9,9,3,-1
3628,1,3,99,9,9,3,5
3629,2,9,99,9,9,3,-1
3630,1,1,99,9,9,1,6
3631,2,9,99,9,9,1,7
3632,1,19,18,4,8,1,6
3633,2,1,18,3,7,2,6
3634,1,11,5,7,3,1,9
3635,1,9,99,9,9,1,8
3636,1,9,9,8,6,1,7
3637,1,8,99,9,9,2,8
3638,2,19,99,9,9,3,9
3639,1,9,99,9,9,3,7
3640,1,9,99,9,9,3,-1
3641,1,1,99,4,8,3,-1
3642,2,1,99,8,4,1,-1
3643,1,3,99,9,9,1,5
3644,2,9,99,9,9,3,-1
3645,1,3,99,9,9,1,6
3646,2,9,99,9,9,3,-1
3647,1,9,18,1,5,1,6
3648,2,8,18,8,4,1,9
3649,1,9,99,9,9,2,6
3650,2,9,99,9,9,3,-1
3651,1,9,18,1,5,2,7
3652,2,19,18,1,5,1,5
3653,1,9,3,8,4,1,7
3654,2,3,18,8,4,1,6
3655,1,9,9,5,2,1,5
3656,1,9,99,9,9,1,9
3657,2,9,99,9,9,3,-1
3658,1,5,99,9,9,1,7
3659,2,9,99,9,9,2,-1
3660,1,9,4,5,1,1,8
3661,2,20,18,5,1,1,-1
3662,1,9,99,9,9,3,-1
3663,1,11,18,7,3,2,8
3664,2,9,18,3,7,1,9
3665,1,3,99,9,9,1,6
3666,2,19,99,9,9,3,-1
3667,1,19,99,9,9,3,-1
3668,1,11,5,5,1,1,7
3669,2,90,5,5,1,1,-1
3670,1,9,18,3,7,1,7
3671,2,8,2,0,0,3,-1
3672,1,9,18,3,7,1,6
3673,2,9,18,3,7,1,6
3674,1,3,99,9,9,1,6
3675,2,9,99,9,9,1,7
3676,1,9,99,9,9,1,9
3677,2,9,99,9,9,3,-1
3678,1,9,5,5,1,2,8
3679,2,4,13,8,4,1,6
3680,1,8,1,9,9,3,-1
3681,1,9,1,5,1,3,-1
3682,1,19,13,5,1,1,10
3683,2,1,18,5,1,1,5
3684,1,9,18,1,5,1,6
3685,2,9,18,1,5,1,5
3686,3,9,18,1,5,1,5
3687,4,9,18,5,1,2,7
3688,5,19,18,1,5,1,5
3689,6,9,18,1,5,1,5
3690,7,19,2,0,0,3,-1
3691,8,9,2,0,0,3,-1
3692,9,9,2,0,0,3,-1
3693,1,9,7,5,7,1,6
3694,2,3,4,7,3,1,6
3695,1,3,99,9,9,2,7
3696,2,9,99,9,9,3,-1
3697,1,3,99,9,9,3,5
3698,2,9,99,9,9,3,-1
3699,1,9,18,3,7,2,7
3700,2,9,7,5,8,2,8
3701,1,3,13,5,1,1,8
3702,2,9,14,5,1,2,8
3703,1,11,18,1,5,2,6
3704,2,20,18,8,4,1,9
3705,1,9,18,1,5,1,8
3706,2,9,18,7,3,1,10
3707,1,9,18,4,8,1,7
3708,1,9,99,9,9,1,5
3709,2,8,99,9,9,1,9
3710,1,8,5,0,1,1,8
3711,2,9,3,3,7,2,8
3712,1,9,9,3,1,1,6
3713,2,3,7,7,1,1,6
3714,1,11,18,2,6,1,7
3715,2,3,4,3,7,1,5
3716,1,8,18,4,8,1,8
3717,2,1,18,4,8,1,6
3718,1,3,13,3,7,1,6
3719,2,9,10,5,2,1,7
3720,1,3,9,7,5,1,6
3721,2,9,18,1,5,2,11
3722,1,9,9,7,5,1,6
3723,2,3,18,3,7,1,6
3724,1,3,3,5,1,1,8
3725,2,9,3,5,1,2,6
3726,3,9,15,5,1,1,6
3727,1,9,3,5,1,2,7
3728,2,90,18,5,1,1,6
3729,1,19,18,5,1,1,9
3730,1,9,99,9,9,2,7
3731,2,1,99,9,9,3,-1
3732,1,9,99,9,9,2,7
3733,2,11,9,5,2,3,-1
3734,1,3,18,3,7,1,8
3735,1,9,4,1,5,1,7
3736,2,3,4,1,5,1,6
3737,1,9,99,9,9,1,6
3738,1,9,99,9,9,1,7
3739,2,9,14,5,1,3,-1
3740,1,8,99,9,9,1,9
3741,2,19,99,9,9,3,-1
3742,3,9,99,9,9,3,-1
3743,4,9,99,9,9,3,-1
3744,1,9,18,8,4,1,7
3745,2,9,18,8,4,3,-1
3746,1,9,9,7,6,2,8
3747,2,11,3,3,7,2,8
3748,1,9,10,5,3,1,5
3749,2,5,10,5,3,1,9
3750,1,9,18,3,7,1,7
3751,2,21,11,7,3,1,8
3752,1,9,18,5,1,1,6
3753,2,9,18,5,1,1,4
3754,3,19,2,0,0,3,-1
3755,1,2,99,9,9,1,8
3756,2,9,99,9,9,3,-1
3757,3,9,99,9,9,2,5
3758,1,9,99,9,9,1,6
3759,2,9,18,3,7,1,5
3760,1,9,18,2,6,2,7
3761,2,9,18,4,8,3,-1
3762,1,9,7,7,1,1,6
3763,2,9,18,7,3,1,-1
3764,1,3,99,9,9,3,6
3765,2,9,99,9,9,3,-1
3766,1,90,99,9,9,1,6
3767,2,9,99,9,9,3,8
3768,1,9,99,9,9,3,-1
3769,1,90,99,9,9,3,-1
3770,1,1,99,9,9,2,7
3771,2,9,99,9,9,3,5
3772,1,9,18,8,4,1,9
3773,2,9,2,0,0,3,-1
3774,3,9,2,0,0,3,-1
3775,1,9,9,7,5,1,6
3776,1,9,99,9,9,1,6
3777,2,9,99,9,9,3,-1
3778,1,9,18,5,1,2,6
3779,2,9,5,5,1,1,8
3780,1,9,99,9,9,3,-1
3781,1,9,4,5,1,1,7
3782,1,11,99,9,9,1,9
3783,2,90,99,9,9,3,7
3784,1,9,7,1,4,1,9
3785,2,1,18,1,5,1,7
3786,1,9,18,5,1,1,7
3787,2,4,18,5,1,1,4
3788,3,19,4,5,1,1,5
3789,1,8,99,9,9,1,7
3790,1,3,99,9,9,1,6
3791,2,9,99,9,9,3,-1
3792,1,9,18,3,7,1,7
3793,2,9,18,7,3,1,8
3794,1,3,99,9,9,1,5
3795,2,9,99,9,9,3,-1
3796,1,9,99,9,9,2,9
3797,2,9,99,9,9,1,-1
3798,1,11,14,7,3,1,8
3799,1,9,18,1,5,1,6
3800,2,9,18,3,7,2,6
3801,1,9,9,3,1,1,7
3802,2,1,18,7,3,1,7
3803,1,9,18,5,1,1,11
3804,2,9,10,4,2,2,10
3805,1,9,18,1,5,3,-1
3806,1,19,4,7,3,1,8
3807,2,9,4,7,3,1,10
3808,1,9,99,9,9,1,7
3809,1,9,18,5,1,3,8
3810,2,9,18,5,1,1,9
3811,1,9,10,1,7,1,10
3812,2,9,10,1,7,1,8
3813,1,3,5,2,6,1,7
3814,2,9,5,2,6,3,-1
3815,1,2,15,6,2,1,6
3816,2,9,9,6,4,1,6
3817,1,9,5,0,5,1,9
3818,2,4,18,1,5,1,7
3819,1,9,5,7,3,2,6
3820,1,9,99,9,9,1,7
3821,2,9,99,9,9,1,7
3822,1,9,99,9,9,2,7
3823,2,9,99,9,9,3,-1
3824,1,9,99,9,9,1,5
3825,1,9,17,1,5,2,6
3826,2,9,10,3,8,1,5
3827,1,4,18,2,6,1,6
3828,1,9,18,1,5,3,-1
3829,2,1,18,5,1,1,6
3830,1,3,18,3,7,1,6
3831,2,9,9,7,6,1,9
3832,1,9,9,1,7,1,4
3833,2,9,9,1,7,1,7
3834,1,9,17,7,3,1,8
3835,1,9,99,9,9,3,4
3836,2,9,99,9,9,1,9
3837,1,9,18,3,7,2,5
3838,1,3,15,1,5,1,10
3839,2,11,7,1,3,2,8
3840,1,10,9,3,8,1,-1
3841,2,3,13,3,7,1,3
3842,1,9,18,3,7,1,7
3843,2,19,2,0,0,3,-1
3844,1,8,18,3,7,1,8
3845,2,19,18,7,3,1,8
3846,1,9,9,3,1,2,6
3847,2,9,3,8,4,1,10
3848,3,9,18,4,8,1,8
3849,1,9,18,1,5,2,6
3850,2,9,2,0,0,3,-1
3851,3,9,2,0,0,3,-1
3852,1,9,99,9,9,1,5
3853,2,8,99,9,9,3,-1
3854,1,11,18,5,1,1,8
3855,1,9,17,7,4,1,7
3856,1,9,4,1,5,1,7
3857,2,1,18,1,5,1,7
3858,1,3,99,9,9,1,6
3859,2,19,99,9,9,3,-1
3860,1,8,99,9,9,3,-1
3861,1,9,18,3,7,2,6
3862,1,1,18,5,1,1,6
3863,2,9,9,5,4,2,8
3864,1,9,10,9,9,2,6
3865,2,3,13,9,9,1,6
3866,1,9,99,9,9,2,5
3867,2,8,99,9,9,3,7
3868,1,9,5,5,1,1,9
3869,2,9,18,5,1,1,7
3870,3,9,18,5,1,1,6
3871,1,1,99,9,9,2,6
3872,2,1,99,9,9,3,8
3873,3,9,99,9,9,3,-1
3874,1,1,99,9,9,1,6
3875,2,9,99,9,9,3,-1
3876,1,9,99,9,9,3,-1
3877,1,9,3,5,1,1,9
3878,2,19,3,5,1,1,5
3879,1,9,99,9,9,2,9
3880,2,1,99,9,9,3,-1
3881,1,9,99,9,9,3,6
3882,2,1,99,9,9,3,6
3883,1,9,4,1,5,1,7
3884,2,9,18,7,3,3,-1
3885,1,9,18,3,7,3,-1
3886,1,9,99,9,9,1,5
3887,1,11,17,3,7,1,5
3888,1,1,18,1,5,1,5
3889,1,9,10,9,9,1,6
3890,2,9,18,9,9,3,-1
3891,1,9,99,9,9,2,8
3892,2,97,99,9,9,3,-1
3893,1,11,5,2,6,1,6
3894,1,9,99,9,9,1,5
3895,2,9,99,9,9,1,4
3896,1,9,18,1,5,2,8
3897,1,9,18,6,2,1,7
3898,2,9,2,0,0,3,-1
3899,1,9,18,7,3,1,5
3900,1,9,18,3,7,1,7
3901,2,21,9,7,5,1,8
3902,1,8,99,9,9,1,8
3903,1,19,99,9,9,1,7
3904,2,1,99,9,9,3,-1
3905,1,97,99,9,9,3,6
3906,1,3,99,9,9,3,6
3907,2,9,99,9,9,3,-1
3908,1,21,5,1,5,1,7
3909,1,9,18,5,1,1,5
3910,2,9,18,7,3,1,7
3911,1,3,99,9,9,1,8
3912,2,9,99,9,9,1,9
3913,1,9,99,9,9,3,-1
3914,2,1,4,5,1,1,5
3915,1,11,18,4,8,3,-1
3916,1,3,99,9,9,3,6
3917,2,9,99,9,9,3,-1
3918,1,1,99,9,9,1,9
3919,2,9,99,9,9,3,-1
3920,1,98,99,9,9,1,7
3921,1,3,99,9,9,1,6
3922,2,9,99,9,9,3,-1
3923,1,9,4,5,1,1,9
3924,2,11,18,5,1,1,7
3925,1,3,99,9,9,1,5
3926,2,9,99,9,9,1,6
3927,1,3,18,9,9,1,5
3928,2,9,13,9,9,3,-1
3929,1,9,10,3,1,2,6
3930,2,5,18,1,5,1,8
3931,1,4,99,9,9,1,6
3932,2,9,99,9,9,3,-1
3933,1,9,99,9,9,1,5
3934,2,9,99,9,9,1,10
3935,1,3,99,9,9,1,6
3936,2,90,99,9,9,3,-1
3937,1,3,5,5,1,1,6
3938,2,3,5,7,3,1,7
3939,1,11,18,1,5,1,10
3940,1,9,9,3,8,2,11
3941,2,9,2,0,0,3,-1
3942,1,9,99,9,9,3,-1
3943,1,3,99,9,9,1,6
3944,1,9,9,2,8,1,-1
3945,1,9,99,9,9,1,5
3946,2,9,99,9,9,2,9
3947,1,9,99,9,9,2,8
3948,2,9,99,9,9,3,-1
3949,1,9,99,9,9,2,8
3950,1,9,5,3,7,2,6
3951,2,9,16,1,5,2,8
3952,1,9,99,9,9,2,7
3953,2,2,99,9,9,3,5
3954,1,3,99,9,9,1,8
3955,2,19,99,9,9,3,-1
3956,1,5,99,9,9,1,4
3957,2,9,99,9,9,3,11
3958,1,1,18,5,1,1,5
3959,2,9,18,5,1,3,-1
3960,1,11,99,9,9,3,-1
3961,2,90,99,9,9,3,-1
3962,1,9,9,6,3,3,4
3963,2,3,18,5,1,1,6
3964,1,9,99,9,9,2,8
3965,2,9,99,9,9,3,-1
3966,1,9,18,3,7,2,8
3967,2,9,12,3,7,3,-1
3968,1,9,99,9,9,2,9
3969,2,1,99,9,9,1,-1
3970,1,1,99,9,9,1,6
3971,2,90,99,9,9,3,-1
3972,1,9,99,9,9,1,6
3973,2,11,7,1,2,3,-1
3974,1,2,7,5,7,1,6
3975,2,9,16,5,7,3,-1
3976,1,4,99,9,9,1,7
3977,2,9,99,9,9,3,-1
3978,1,3,99,9,9,1,7
3979,2,19,99,9,9,1,8
3980,1,9,18,4,8,1,6
3981,2,9,18,8,4,1,8
3982,1,2,18,5,1,1,5
3983,2,2,18,3,7,1,6
3984,1,1,18,5,1,2,7
3985,2,9,18,1,5,1,6
3986,1,9,18,7,3,2,9
3987,2,19,18,7,3,1,7
3988,1,1,18,7,3,3,-1
3989,2,1,18,3,7,1,7
3990,1,5,18,5,1,1,8
3991,1,3,99,9,9,3,6
3992,2,9,99,9,9,3,-1
3993,1,3,99,9,9,3,6
3994,2,9,99,9,9,3,-1
3995,1,4,99,9,9,1,6
3996,2,9,99,9,9,3,-1
3997,1,4,18,1,5,1,9
3998,2,9,2,0,0,3,-1
3999,1,3,99,9,9,2,6
4000,2,9,99,9,9,3,-1
4001,1,4,18,3,7,1,5
4002,2,9,7,3,6,1,8
4003,1,3,99,9,9,3,6
4004,2,9,99,9,9,3,-1
4005,1,9,15,1,5,1,7
4006,1,1,12,5,1,1,6
4007,2,9,18,5,1,2,9
4008,1,3,99,9,9,1,5
4009,2,9,99,9,9,3,-1
4010,1,3,99,9,9,1,6
4011,2,9,99,9,9,1,-1
4012,1,3,99,9,9,3,4
4013,2,9,99,9,9,3,-1
4014,1,5,18,6,2,1,8
4015,2,9,18,1,5,2,7
4016,1,3,99,9,9,1,4
4017,2,19,99,9,9,1,8
4018,1,3,99,9,9,1,7
4019,2,9,99,9,9,3,-1
4020,1,2,99,9,9,3,-1
4021,1,3,99,9,9,1,5
4022,2,9,99,9,9,3,-1
4023,1,19,9,1,6,1,9
4024,1,11,5,1,5,1,6
4025,1,8,99,9,9,1,8
4026,2,9,99,9,9,3,-1
4027,1,3,99,9,9,1,6
4028,2,9,99,9,9,3,-1
4029,1,1,99,9,9,1,6
4030,2,9,99,9,9,2,-1
4031,1,3,99,9,9,1,8
4032,2,9,99,9,9,3,-1
4033,1,3,99,9,9,3,6
4034,2,9,99,9,9,3,-1
4035,1,9,1,9,9,1,9
4036,1,1,99,9,9,1,5
4037,2,9,99,9,9,3,-1
4038,1,3,99,9,9,1,5
4039,2,9,99,9,9,3,-1
4040,1,9,99,9,9,3,-1
4041,2,9,12,4,8,1,7
4042,1,1,99,9,9,1,4
4043,2,90,7,1,2,1,-1
4044,1,19,9,1,7,1,6
4045,2,1,18,1,5,1,7
4046,1,1,99,9,9,1,8
4047,2,9,99,9,9,3,-1
4048,1,19,3,5,1,1,8
4049,2,9,3,5,1,1,8
4050,3,9,18,5,1,3,-1
4051,1,1,99,9,9,2,6
4052,2,9,99,9,9,3,-1
4053,1,9,18,3,7,2,8
4054,2,9,9,7,5,2,6
4055,1,3,99,9,9,1,5
4056,2,9,99,9,9,3,-1
4057,1,9,99,9,9,1,-1
4058,1,3,18,9,9,1,5
4059,2,9,18,9,9,3,-1
4060,1,8,99,9,9,1,10
4061,2,10,99,9,9,3,-1
4062,1,9,99,9,9,2,7
4063,2,9,18,1,5,3,-1
4064,1,9,18,1,5,1,8
4065,1,11,5,7,3,1,8
4066,1,9,99,9,9,2,6
4067,2,1,99,9,9,1,-1
4068,1,9,6,7,7,1,5
4069,2,9,18,7,3,2,6
4070,1,19,18,7,3,1,7
4071,2,9,18,1,5,2,5
4072,1,3,99,9,9,1,6
4073,2,9,99,9,9,1,8
4074,1,1,99,9,9,1,5
4075,2,9,99,9,9,3,-1
4076,1,9,99,9,9,2,5
4077,2,9,99,9,9,3,-1
4078,1,9,7,4,6,2,8
4079,2,19,18,4,8,1,7
4080,1,11,18,1,5,1,9
4081,1,9,18,1,5,1,7
4082,2,9,14,1,5,3,-1
4083,1,9,3,7,3,1,8
4084,2,9,18,7,3,3,-1
4085,1,9,99,9,9,1,6
4086,2,9,99,9,9,3,-1
4087,1,3,6,1,1,1,6
4088,1,3,13,7,3,1,-1
4089,1,1,99,9,9,1,7
4090,2,19,99,9,9,3,-1
4091,1,9,18,5,1,3,-1
4092,1,11,18,1,5,1,-1
4093,1,11,18,2,6,1,9
4094,2,1,18,2,6,1,7
4095,1,9,18,1,5,1,8
4096,1,9,99,9,9,1,7
4097,2,9,99,9,9,3,-1
4098,3,9,99,9,9,3,-1
4099,4,9,99,9,9,3,-1
4100,1,9,99,9,9,3,8
4101,1,3,99,9,9,3,4
4102,2,9,99,9,9,3,-1
4103,1,9,99,9,9,1,-1
4104,2,9,99,9,9,3,-1
4105,1,3,18,9,9,1,6
4106,2,9,6,9,9,3,-1
4107,1,3,99,9,9,1,6
4108,2,9,99,9,9,3,-1
4109,1,2,18,3,7,1,6
4110,1,2,5,1,5,3,-1
4111,1,19,6,5,5,3,-1
4112,2,1,18,5,1,1,4
4113,1,9,99,9,9,3,5
4114,1,9,99,9,9,3,-1
4115,1,9,2,0,0,3,-1
4116,2,20,18,7,3,1,7
4117,1,9,18,3,7,1,9
4118,2,19,18,3,7,1,8
4119,1,9,18,7,3,1,8
4120,1,3,99,9,9,1,5
4121,2,19,1,9,9,3,-1
4122,1,11,5,3,7,1,7
4123,1,3,18,1,5,1,5
4124,2,9,99,9,9,3,-1
4125,1,9,9,1,7,1,7
4126,2,90,11,1,5,1,5
4127,1,97,13,1,5,3,-1
4128,1,9,99,9,9,2,8
4129,2,1,99,9,9,1,-1
4130,1,3,99,9,9,1,8
4131,2,8,99,9,9,3,-1
4132,1,9,7,3,5,2,4
4133,2,9,9,5,3,2,6
4134,1,19,99,9,9,1,6
4135,2,9,99,9,9,3,-1
4136,1,10,18,3,7,1,6
4137,2,11,18,5,1,1,6
4138,1,9,3,8,4,2,10
4139,2,9,18,8,4,3,-1
4140,1,9,16,1,5,1,4
4141,2,9,16,5,1,3,4
4142,3,19,3,1,5,1,8
4143,4,9,2,0,0,3,-1
4144,5,9,2,0,0,3,-1
4145,1,3,99,9,9,1,6
4146,2,9,99,9,9,3,-1
4147,1,19,99,9,9,3,7
4148,1,11,99,9,9,3,8
4149,1,3,99,9,9,1,6
4150,2,9,99,9,9,3,-1
4151,1,9,17,5,1,3,-1
4152,2,19,18,1,5,1,8
4153,1,9,7,6,1,1,7
4154,1,9,18,1,5,2,10
4155,1,9,99,9,9,3,-1
4156,1,3,99,9,9,1,7
4157,2,19,99,9,9,3,-1
4158,1,23,13,3,7,1,8
4159,2,8,6,3,3,1,7
4160,1,9,99,9,9,1,9
4161,2,9,99,9,9,3,-1
4162,1,11,5,1,5,1,8
4163,1,3,99,9,9,1,7
4164,2,9,99,9,9,3,8
4165,1,1,99,9,9,1,8
4166,2,9,99,9,9,3,-1
4167,1,8,11,7,3,1,9
4168,2,4,18,7,3,1,7
4169,1,9,9,5,3,1,8
4170,2,8,18,3,7,1,8
4171,1,1,18,1,5,1,6
4172,1,9,15,1,5,1,5
4173,2,9,9,1,6,1,8
4174,1,9,18,1,5,1,6
4175,2,9,18,1,5,2,8
4176,1,9,5,3,7,1,8
4177,2,1,5,3,7,2,6
4178,1,9,18,7,3,1,9
4179,1,1,99,9,9,1,7
4180,2,9,99,9,9,1,8
